publish_date,headline_text
20030303,dragila sets new indoor pole vault world mark
20030303,duck numbers wont be affected in long term hunters
20030303,dudek made the difference ferguson
20030303,election campaign heats up in bega
20030303,election turns into gm free zone
20030303,emergency services police to tour far north sa
20030303,eu food labels could go 100 hype free
20030303,europe pacific nations sign post colonial pact
20030303,evaporation basins causing stink
20030303,farmers urged to have cattle immunised
20030303,farming experts meet for gm canola discussion
20030303,federer answers critics with win in dubai
20030303,feline spat puts two people in hospital
20030303,fiji detains journalist covering treason case
20030303,fire destroys unoccupied house
20030303,five aussies to contest world indoor championships
20030303,focus on winning not whining stoddart tells
20030303,folk festival declared a winner
20030303,former chief minister to enter senate
20030303,forrest defends decision to accept mobile phone
20030303,forum to consider indigenous community futures
20030303,fox bounty program continues in gippsland
20030303,france confirms opposition to second resolution
20030303,free meningococcal c vaccinations offered to
20030303,gerrard and owen give liverpool league cup
20030303,govt blames qtu for bargain breakdown
20030303,govt opposition offer pledges for teacher
20030303,govt urged to take stance on internet porn
20030303,greece opens november 17 militia trial
20030303,group defends broadcast of parliament tape
20030303,group to fight for primary producers rights
20030303,gulpilil honoured for film career
20030303,gunmen attack un afghan convoy no injuries
20030303,hamburg climb to fifth
20030303,hodgson starts superbike season with double victory
20030303,hospital site creates debate
20030303,injuries rock reds
20030303,inquest begins into tourists death
20030303,inquiries begin into rally accident
20030303,inquiry begins into sandon pt development
20030303,interested parties urged to register for native
20030303,internet job ads increasing
20030303,investors dump amp after ceos dire forecast
20030303,ipswich wins east anglian derby
20030303,iran conservatives win local elections
20030303,iraq resumes destroying missiles
20030303,iraq threatens to stop missile destruction
20030303,irymple favoured to become home to new ambulance
20030303,islamists stage massive anti war rally in pakistan
20030303,israeli push into gaza leaves 7 dead
20030303,israel to grant civil marriage licenses
20030303,job ads on rise around nation
20030303,judge quashes petroulias tax fraud charge
20030303,jupiters yet to finalise merger details
20030303,kefu undergoes x ray on injured eye socket
20030303,kucera wins in copenhagen
20030303,kuwait joins call for saddams exile
20030303,labor attacks vanstone over family payments
20030303,labor wont support tighter net porn laws
20030303,learner driver breaks leg in car accident
20030303,lees not backing cross media changes
20030303,liberty victoria regrets hiv health records ruling
20030303,lifesavers honoured at gold coast ceremony
20030303,lyon keeps hopes alive with victory over auxerre
20030303,lyon keep title hopes alive
20030303,mackay sugar considers doubling sugar aust share
20030303,magical nedved fires juve to 3 0 win over inter
20030303,major parties criticise greens drug proposal
20030303,man accused of plot to shoot at parliament
20030303,man admits taking japanese rock star for millions
20030303,man arrested in connection to police death
20030303,man escapes injury in semi trailer accident
20030303,man injured after falling down sunshine beach cliff
20030303,mans illness led to plane theft crash judge
20030303,man under police guard in hospital after shootings
20030303,mckinnon to run as independent in murray darling
20030303,memorial hall to be transformed into art gallery
20030303,midwives and obstetricians rally in newcastle
20030303,milan salvage home draw against atalanta
20030303,militia suspect kills cop in italy train shoot out
20030303,minister encourages foreign investment
20030303,more minor flooding in north west nsw
20030303,more than 40 dead in nigeria fighting
20030303,more trouble within national trust
20030303,mp addresses anti nuclear rally in broken hill
20030303,mp highlights tourist commission woes
20030303,mp upset over alliance decision
20030303,mundine eyes world title shot
20030303,naked rain dance declared a success despite no
20030303,nation loses wrestling veteran of four olympics
20030303,naturopath faces charge of killing sick baby
20030303,new blix report shows need for continued
20030303,new group to consider tas water shortage
20030303,new immunisation website launched
20030303,nine western australians get bravery awards
20030303,nrma attacks costs after 60m loss
20030303,nrma chief steps down
20030303,nsw dpp supports limited heroin trial
20030303,nsw govt to fund water supply projects
20030303,nsw mp says govt reneging on forestry plan
20030303,nt tourist guide case moved to supreme court
20030303,nz losing the sheep off its back
20030303,officer linked to ex commissioners murder
20030303,oppn claims govt carers allow paint sniffing
20030303,out the door dali as thief sneaks painting away
20030303,pakistani protesters march against war
20030303,pakistan yet to hand over al qaeda suspect
20030303,pakistan zim drinking in the last chance saloon
20030303,police alarmed over underage drinkers
20030303,police defend double demerit scheme
20030303,police defend double demerits scheme
20030303,policeman charged with multiple rape
20030303,police probe jail drug efforts
20030303,police yet to interview man over alleged murders
20030303,pope says all avenues to peace must be explored
20030303,public support high for rail link
20030303,qld begins move to community alcohol restrictions
20030303,qld petrol prices cheaper than nsw survey
20030303,ramsay shares up on profit figures
20030303,real sociedad stumble real madrid stay top
20030303,renewed calls for calder freeway funds
20030303,report urges tax breaks for farmers conserving land
20030303,residents gear up for wimmera machinery field day
20030303,senate may provide double dissolution trigger
20030303,sm essay baffles english teacher
20030303,some woodbury homes remain without power
20030303,souths sack coleman
20030303,south west victorians honoured with bravery awards
20030303,spurned us troop deal hurts turkish stocks
20030303,stunning sugiyama wins four matches two titles in
20030303,sugiyama beats stevenson to move into scottsdale
20030303,summit to focus on indigenous justice woes
20030303,supermarkets encourage shoppers to abandon plastic
